age,height_cm,weight_kg,overall,weak_foot,skill_moves,shooting,passing,dribbling,defending,physic,player_positions
26,183,75,70,3,2,40,50,52,71,68,ZAGUEIRO
26,187,82,70,3,2,51,58,50,68,79,ZAGUEIRO
26,185,84,70,3,2,35,49,54,67,76,ZAGUEIRO
24,178,72,70,2,3,59,70,66,59,60,MEIA
25,192,80,70,3,3,68,52,68,27,71,ATACANTE
26,176,63,70,3,2,46,72,65,66,64,VOLANTE
26,181,77,70,3,3,68,66,70,56,70,MEIA
25,172,67,70,3,4,71,70,76,51,60,MEIA
27,187,78,70,2,2,57,56,63,67,74,ZAGUEIRO
25,167,64,70,4,4,66,64,75,28,58,VOLANTE
27,177,77,70,3,2,45,65,65,64,74,VOLANTE
25,185,80,70,3,2,23,40,35,71,78,ZAGUEIRO
26,182,78,70,4,4,62,70,72,54,72,MEIA
24,186,80,70,4,3,69,67,70,23,60,VOLANTE
26,196,96,70,3,2,32,47,41,69,76,ZAGUEIRO
26,179,70,70,3,2,51,62,60,66,76,ZAGUEIRO
25,175,68,70,3,3,67,65,70,35,66,MEIA
26,188,81,70,3,3,65,64,71,43,66,MEIA
24,169,67,70,3,4,63,64,73,40,48,VOLANTE
26,193,92,70,2,2,32,44,45,69,80,ZAGUEIRO
26,186,84,70,3,3,68,68,65,64,82,MEIA
25,176,75,70,4,3,68,60,69,37,68,ATACANTE
26,171,70,70,3,2,50,60,64,69,75,VOLANTE
26,174,70,70,2,2,57,64,60,66,58,ZAGUEIRO
27,189,86,70,4,2,56,46,52,68,75,ZAGUEIRO
24,182,77,70,3,3,62,66,68,49,64,MEIA
25,180,75,70,3,2,63,66,71,27,55,VOLANTE
26,192,88,70,3,2,48,49,56,68,76,ZAGUEIRO
25,186,85,70,3,3,58,64,77,43,72,MEIA
25,183,74,70,3,3,67,64,74,38,69,MEIA
24,175,72,70,3,2,60,61,74,46,64,VOLANTE
26,188,81,70,3,2,29,62,56,70,71,ZAGUEIRO
25,168,62,70,3,3,62,64,73,29,57,VOLANTE
25,179,71,70,2,2,62,66,72,29,59,VOLANTE
26,191,84,70,2,1,0,0,0,0,0,GOLEIRO
26,191,90,70,3,3,72,61,65,30,71,ATACANTE
28,191,92,70,2,1,0,0,0,0,0,GOLEIRO
27,191,85,70,3,2,58,59,58,68,79,ZAGUEIRO
27,180,75,70,3,3,57,64,66,67,72,VOLANTE
26,180,76,70,4,3,65,66,71,57,69,MEIA
26,181,81,70,3,2,74,59,65,29,60,ATACANTE
27,195,90,70,3,1,0,0,0,0,0,GOLEIRO
28,183,72,70,3,2,34,54,52,67,76,ZAGUEIRO
26,188,88,70,2,1,0,0,0,0,0,GOLEIRO
27,187,85,70,3,2,53,56,44,69,75,ZAGUEIRO
26,178,73,70,3,3,39,63,67,67,67,ZAGUEIRO
26,169,63,70,3,3,65,65,72,46,54,MEIA
28,187,82,70,3,2,32,45,44,70,76,ZAGUEIRO
26,188,70,70,3,3,70,65,68,69,79,MEIA
25,175,74,70,4,3,67,64,70,45,63,VOLANTE
25,169,68,70,4,3,66,62,75,36,64,ATACANTE
26,178,75,70,3,3,61,67,68,63,78,MEIA
27,191,89,70,3,2,41,51,54,71,75,ZAGUEIRO
27,179,73,70,3,2,28,48,62,67,79,ZAGUEIRO
29,193,87,70,3,1,0,0,0,0,0,GOLEIRO
25,176,64,70,4,3,63,65,71,44,69,VOLANTE
25,175,68,70,4,3,63,63,73,31,46,VOLANTE
27,188,85,70,2,2,35,43,51,69,75,ZAGUEIRO
26,174,68,70,3,2,41,67,65,66,64,VOLANTE
26,178,73,70,4,3,73,54,65,25,66,ATACANTE
25,174,70,70,2,3,63,59,72,34,59,VOLANTE
26,193,88,70,3,1,0,0,0,0,0,GOLEIRO
26,187,79,70,4,3,68,55,68,23,78,ATACANTE
28,198,93,70,2,1,0,0,0,0,0,GOLEIRO
25,185,78,70,2,3,67,69,71,56,69,MEIA
27,186,81,70,3,2,49,64,68,64,73,VOLANTE
27,188,81,70,3,1,0,0,0,0,0,GOLEIRO
28,184,80,70,3,3,63,66,69,66,70,VOLANTE
28,192,89,70,2,2,44,52,51,69,77,ZAGUEIRO
27,183,78,70,3,3,71,57,67,30,59,ATACANTE
28,180,72,70,3,3,56,62,66,70,75,VOLANTE
28,192,84,70,4,2,34,51,51,67,83,ZAGUEIRO
27,176,79,70,2,3,58,68,68,64,71,ZAGUEIRO
27,180,85,70,3,3,70,53,67,22,75,ATACANTE
28,190,80,70,3,1,0,0,0,0,0,GOLEIRO
27,173,75,70,3,3,56,63,70,64,77,VOLANTE
27,180,80,70,4,3,68,63,73,33,58,ATACANTE
27,187,81,70,3,2,34,47,43,71,71,ZAGUEIRO
28,188,83,70,2,2,46,54,51,67,76,ZAGUEIRO
27,179,68,70,4,2,40,58,62,69,74,ZAGUEIRO
29,182,74,70,3,2,43,57,58,69,70,ZAGUEIRO
27,184,72,70,3,3,66,66,66,66,80,MEIA
27,197,92,70,3,2,45,59,52,70,78,ZAGUEIRO
27,177,75,70,3,3,67,67,73,40,72,MEIA
25,180,73,70,5,3,68,68,69,59,67,MEIA
27,182,76,70,3,3,68,70,69,60,71,MEIA
27,185,77,70,2,3,50,65,67,69,67,ZAGUEIRO
27,186,78,70,3,3,63,69,71,51,56,MEIA
29,185,75,70,3,2,54,67,64,69,75,ZAGUEIRO
26,184,78,70,2,3,57,70,67,62,71,ZAGUEIRO
28,184,80,70,3,2,53,62,62,66,85,VOLANTE
27,170,61,70,3,3,68,68,74,61,58,MEIA
27,169,64,70,3,3,65,68,75,57,59,MEIA
26,181,73,70,2,3,65,70,68,43,63,VOLANTE
27,191,91,70,2,1,0,0,0,0,0,GOLEIRO
27,196,90,70,3,2,31,47,51,68,76,ZAGUEIRO
26,178,70,70,4,4,60,64,72,26,65,VOLANTE
29,183,77,70,2,1,0,0,0,0,0,GOLEIRO
28,185,81,70,4,2,64,66,65,68,78,VOLANTE
27,185,70,70,3,2,57,60,61,69,66,VOLANTE
26,185,76,70,4,3,72,61,70,26,61,ATACANTE
25,179,73,70,3,3,59,62,74,22,47,VOLANTE
27,178,70,70,3,3,60,61,71,65,68,ZAGUEIRO
27,180,75,70,2,3,48,60,66,68,78,ZAGUEIRO
27,175,73,70,4,3,67,68,73,54,65,MEIA
27,183,89,70,3,3,53,64,70,65,82,ZAGUEIRO
26,167,68,70,3,3,55,65,69,65,69,MEIA
29,195,86,70,2,2,35,41,40,71,79,ZAGUEIRO
27,177,73,70,2,2,41,50,54,70,75,ZAGUEIRO
26,180,80,70,3,3,64,65,72,57,70,VOLANTE
27,190,81,70,2,2,36,57,59,70,76,ZAGUEIRO
30,184,80,70,2,1,0,0,0,0,0,GOLEIRO
29,181,80,70,2,2,41,47,51,70,77,ZAGUEIRO
27,180,64,70,3,3,63,52,70,30,59,ATACANTE
28,190,84,70,3,2,42,53,57,69,69,ZAGUEIRO
27,177,72,70,3,2,54,57,65,68,76,VOLANTE
26,174,70,70,3,3,57,68,69,63,74,VOLANTE
27,184,80,70,3,4,68,52,66,23,73,ATACANTE
28,185,81,70,2,2,31,44,51,67,80,ZAGUEIRO
26,182,73,70,2,3,65,72,71,61,57,VOLANTE
26,179,68,70,3,3,70,66,71,44,58,MEIA
28,182,82,70,3,2,57,66,59,65,70,VOLANTE
26,168,69,70,3,3,60,65,72,46,56,VOLANTE
27,166,60,70,3,3,53,68,68,65,71,MEIA
26,186,84,70,3,3,56,61,67,65,79,ZAGUEIRO
27,180,74,70,2,2,35,54,66,71,75,ZAGUEIRO
25,182,74,70,2,3,64,66,68,67,76,MEIA
27,178,73,70,3,3,57,62,67,64,70,ZAGUEIRO
27,180,76,70,3,3,68,44,70,31,66,ATACANTE
27,180,71,70,2,2,52,66,62,68,69,ZAGUEIRO
27,188,80,70,4,3,69,70,67,49,69,MEIA
27,180,73,70,4,3,54,67,69,66,72,VOLANTE
27,179,72,70,3,3,45,60,71,62,75,ZAGUEIRO
29,186,82,70,3,2,34,45,51,68,78,ZAGUEIRO
30,194,87,70,2,1,0,0,0,0,0,GOLEIRO
27,167,62,70,4,3,57,65,77,42,39,MEIA
26,189,84,70,3,2,72,52,63,36,77,ATACANTE
25,170,69,70,3,3,65,55,76,26,59,VOLANTE
33,185,78,70,3,2,51,56,54,69,73,ZAGUEIRO
37,177,70,70,3,2,60,62,64,68,69,VOLANTE
35,182,73,70,3,3,67,71,68,61,59,MEIA
34,185,84,70,2,3,70,75,67,66,66,MEIA
34,170,64,70,2,3,64,67,73,40,54,VOLANTE
38,175,74,70,4,3,69,75,73,48,54,MEIA
38,183,76,70,2,1,0,0,0,0,0,GOLEIRO
33,183,80,70,3,2,63,72,66,70,71,ZAGUEIRO
39,191,89,70,3,2,42,49,40,72,63,ZAGUEIRO
39,169,68,70,4,3,72,63,69,46,55,ATACANTE
35,188,76,70,3,2,33,44,36,71,64,ZAGUEIRO
39,181,85,70,3,2,39,52,50,70,69,ZAGUEIRO
28,173,70,70,2,3,64,70,72,64,66,ZAGUEIRO
36,192,93,70,2,1,0,0,0,0,0,GOLEIRO
36,184,75,70,3,3,72,56,60,41,69,ATACANTE
35,188,85,70,3,2,60,62,56,69,69,ZAGUEIRO
33,182,75,70,3,2,34,58,54,69,75,ZAGUEIRO
36,185,77,70,3,2,40,50,53,70,64,ZAGUEIRO
39,185,80,70,4,4,72,66,76,37,64,ATACANTE
37,192,82,70,2,2,32,47,49,72,68,ZAGUEIRO
33,187,78,70,1,1,0,0,0,0,0,GOLEIRO
36,183,76,70,3,2,59,65,62,68,78,VOLANTE
35,188,79,70,2,1,0,0,0,0,0,GOLEIRO
35,187,82,70,2,1,0,0,0,0,0,GOLEIRO
37,179,75,70,2,3,70,56,71,31,70,ATACANTE
37,168,71,70,2,3,66,73,72,43,46,MEIA
32,178,68,70,2,3,73,65,66,69,80,VOLANTE
34,188,89,70,4,2,69,56,62,30,77,ATACANTE
31,193,86,70,3,1,0,0,0,0,0,GOLEIRO
35,174,72,70,3,3,60,68,69,71,66,ZAGUEIRO
38,181,75,70,4,3,64,67,72,70,61,VOLANTE
33,185,75,70,4,3,69,67,66,53,72,ATACANTE
32,170,68,70,3,3,67,65,69,64,68,MEIA
34,180,79,70,4,3,65,69,71,45,77,ATACANTE
32,178,75,70,4,3,63,68,73,36,55,MEIA
32,193,97,70,3,1,0,0,0,0,0,GOLEIRO
31,173,73,70,4,3,63,67,73,53,65,VOLANTE
33,178,79,70,3,2,67,70,64,67,73,VOLANTE
34,183,77,70,4,2,43,52,58,70,72,ZAGUEIRO
32,175,73,70,3,3,72,62,68,30,65,ATACANTE
32,188,78,70,2,2,33,54,53,67,78,ZAGUEIRO
34,187,81,70,3,3,69,73,64,66,68,VOLANTE
32,191,90,70,3,1,0,0,0,0,0,GOLEIRO
34,183,80,70,2,2,61,60,62,69,70,ZAGUEIRO
32,186,76,70,2,3,70,58,69,33,68,ATACANTE
35,180,72,70,3,2,39,62,61,70,68,ZAGUEIRO
32,185,85,70,2,3,70,51,64,44,79,ATACANTE
36,180,77,70,3,3,61,71,70,67,63,MEIA
33,177,77,70,3,2,54,63,66,67,75,ZAGUEIRO
32,180,72,70,4,4,67,68,72,47,61,VOLANTE
31,193,88,70,4,3,70,60,66,32,78,ATACANTE
36,191,82,70,2,2,51,57,50,70,70,ZAGUEIRO
32,185,70,70,4,2,44,62,61,68,70,ZAGUEIRO
31,177,75,70,3,3,54,65,67,67,69,ZAGUEIRO
33,190,94,70,2,1,0,0,0,0,0,GOLEIRO
36,184,80,70,3,3,59,66,67,60,76,MEIA
38,175,76,70,3,3,66,69,70,62,66,MEIA
31,186,80,70,3,3,66,73,61,65,67,MEIA
33,184,77,70,3,3,69,64,72,30,63,ATACANTE
31,189,81,70,1,1,0,0,0,0,0,GOLEIRO
31,184,83,70,3,1,0,0,0,0,0,GOLEIRO
31,172,82,70,3,3,68,61,68,36,67,ATACANTE
31,178,72,70,3,3,64,64,74,34,64,VOLANTE
29,182,73,70,3,2,51,63,63,70,72,VOLANTE
30,178,73,70,3,3,66,62,72,28,64,ATACANTE
31,176,74,70,4,3,65,69,74,28,58,MEIA
33,174,74,70,3,2,42,54,62,69,77,ZAGUEIRO
33,180,73,70,2,2,45,58,61,70,73,ZAGUEIRO
33,189,80,70,3,1,0,0,0,0,0,GOLEIRO
32,179,78,70,3,3,65,72,70,56,66,MEIA
34,194,90,70,3,3,66,70,65,67,76,VOLANTE
30,188,81,70,3,2,45,59,59,68,80,ZAGUEIRO
30,176,81,70,3,3,52,74,68,69,73,ZAGUEIRO
31,187,76,70,3,2,43,58,51,68,75,ZAGUEIRO
32,173,65,70,4,3,64,70,71,36,56,VOLANTE
31,178,72,70,3,2,45,63,62,71,67,ZAGUEIRO
29,180,77,70,3,3,61,73,67,58,72,MEIA
34,186,81,70,3,1,0,0,0,0,0,GOLEIRO
34,172,71,70,3,3,68,68,71,55,66,MEIA
32,178,72,70,4,3,65,68,70,44,69,VOLANTE
31,180,77,70,3,2,30,38,39,71,77,ZAGUEIRO
31,185,71,70,3,2,23,43,46,70,78,ZAGUEIRO
30,175,75,70,3,3,39,65,69,69,66,ZAGUEIRO
29,177,81,70,4,3,65,64,76,48,69,VOLANTE
36,182,80,70,3,3,70,74,70,42,70,MEIA
34,176,74,70,4,4,66,64,69,38,71,ATACANTE
30,176,71,70,3,2,45,56,55,71,75,ZAGUEIRO
32,189,78,70,3,3,53,66,64,74,74,ZAGUEIRO
32,176,80,70,4,3,69,74,70,59,66,MEIA
33,184,81,70,2,2,54,61,58,70,76,VOLANTE
30,174,70,70,4,4,61,68,71,39,55,MEIA
31,173,71,70,2,3,64,70,68,59,73,MEIA
33,170,69,70,4,3,65,69,69,64,73,VOLANTE
32,187,75,70,3,2,34,49,60,70,76,ZAGUEIRO
32,184,80,70,3,3,59,66,71,66,74,VOLANTE
33,183,70,70,3,3,72,69,69,67,71,MEIA
35,183,78,70,3,2,72,58,63,28,70,ATACANTE
32,180,73,70,3,2,32,44,53,69,68,ZAGUEIRO
32,176,77,70,3,3,53,66,66,67,69,VOLANTE
34,172,68,70,4,3,58,71,67,63,69,MEIA
31,180,71,70,2,3,62,71,68,62,69,VOLANTE
32,176,65,70,2,2,47,67,66,62,65,ZAGUEIRO
33,178,69,70,4,3,63,68,71,30,59,VOLANTE
32,185,75,70,3,3,67,66,72,62,72,MEIA
32,173,65,70,3,3,55,69,73,71,55,ZAGUEIRO
31,192,88,70,3,2,59,57,59,73,79,VOLANTE
36,185,74,70,3,1,0,0,0,0,0,GOLEIRO
31,181,79,70,2,2,59,61,63,71,75,ZAGUEIRO
29,179,78,70,4,3,68,64,72,32,71,ATACANTE
30,180,75,70,3,3,70,63,69,36,63,ATACANTE
32,182,80,70,3,2,52,60,59,70,69,ZAGUEIRO
30,187,91,70,3,1,0,0,0,0,0,GOLEIRO
30,185,76,70,3,3,55,67,71,65,74,ZAGUEIRO
31,183,80,70,3,1,0,0,0,0,0,GOLEIRO
31,178,72,70,3,2,50,64,66,63,75,VOLANTE
32,179,91,70,3,3,69,64,69,47,82,ATACANTE
29,186,84,70,4,3,70,68,71,46,65,MEIA
33,178,81,70,4,3,67,67,72,64,73,VOLANTE
31,180,72,70,4,3,63,74,69,58,63,MEIA
32,183,80,70,3,2,55,65,62,71,77,ZAGUEIRO
32,180,71,70,4,3,67,70,69,66,71,VOLANTE
29,176,75,70,4,4,69,67,75,34,69,VOLANTE
27,180,73,70,3,3,68,63,71,29,66,VOLANTE
32,181,73,70,4,3,69,61,68,36,63,ATACANTE
29,187,87,70,3,2,70,57,61,39,67,ATACANTE
29,174,70,70,3,3,70,68,70,65,74,ZAGUEIRO
31,180,80,70,3,3,57,69,68,67,74,MEIA
30,180,78,70,4,3,63,61,72,41,63,VOLANTE
29,175,68,70,2,3,57,68,68,63,64,ZAGUEIRO
30,187,82,70,3,2,31,44,38,69,79,ZAGUEIRO
31,186,89,70,4,3,69,57,63,36,82,ATACANTE
30,191,80,70,3,3,68,62,68,33,65,ATACANTE
32,184,78,70,2,2,31,43,49,69,75,ZAGUEIRO
28,183,85,70,3,3,68,70,68,59,70,MEIA
33,178,75,70,3,3,60,63,68,67,73,ZAGUEIRO
32,180,77,70,4,3,67,67,70,70,79,MEIA
33,188,83,70,3,1,0,0,0,0,0,GOLEIRO
30,182,76,70,4,2,62,64,68,66,79,MEIA
33,191,81,70,2,1,0,0,0,0,0,GOLEIRO
28,183,76,70,3,3,66,67,66,67,79,MEIA
29,187,88,70,3,2,69,55,63,30,66,ATACANTE
30,178,75,70,4,3,67,54,72,25,65,ATACANTE
32,182,77,70,5,3,63,71,64,63,74,VOLANTE
29,182,78,70,3,3,69,55,73,31,73,ATACANTE
33,162,64,70,4,3,63,71,72,26,49,VOLANTE
27,172,66,70,4,3,57,69,70,39,53,VOLANTE
33,186,84,70,3,3,70,62,66,30,74,ATACANTE
31,190,82,70,3,3,63,68,64,68,70,VOLANTE
28,184,79,70,3,2,40,62,64,65,81,ZAGUEIRO
30,182,72,70,3,3,70,65,71,53,71,ATACANTE
29,185,74,70,1,5,63,70,76,45,63,MEIA
34,178,75,70,3,3,71,58,69,30,62,ATACANTE
29,180,75,70,2,3,68,65,73,34,62,VOLANTE
29,182,85,70,3,3,69,63,70,58,74,VOLANTE
28,188,83,70,2,1,0,0,0,0,0,GOLEIRO
30,186,77,70,3,2,36,49,45,67,85,ZAGUEIRO
30,189,89,70,3,2,70,49,62,30,80,ATACANTE
29,185,78,70,2,2,47,54,49,70,72,ZAGUEIRO
30,174,84,70,4,3,69,62,70,29,70,ATACANTE
31,193,89,70,3,1,0,0,0,0,0,GOLEIRO
28,183,77,70,3,3,61,64,66,66,72,VOLANTE
30,183,75,70,3,3,62,70,67,63,71,MEIA
29,188,79,70,3,3,67,55,70,37,69,ATACANTE
27,182,79,70,3,2,65,67,62,65,74,VOLANTE
28,185,82,70,4,4,70,57,70,35,67,ATACANTE
29,183,76,70,3,2,63,68,63,69,71,VOLANTE
28,173,73,70,4,4,65,67,77,31,54,VOLANTE
30,178,72,70,3,3,52,66,66,64,74,ZAGUEIRO
32,178,73,70,4,3,70,74,69,66,72,ZAGUEIRO
28,176,68,70,3,3,56,68,71,65,68,MEIA
29,190,84,70,3,2,33,53,51,67,75,ZAGUEIRO
28,186,77,70,3,2,53,60,60,68,82,VOLANTE
28,177,76,70,2,4,58,69,74,34,59,VOLANTE
28,185,86,70,4,3,68,56,64,23,78,ATACANTE
28,172,65,70,3,4,62,60,76,40,70,VOLANTE
31,183,78,70,3,3,64,70,69,66,72,ZAGUEIRO
29,180,76,70,3,3,63,66,71,43,65,VOLANTE
28,178,74,70,2,3,45,66,74,63,73,ZAGUEIRO
31,176,70,70,2,3,46,69,70,70,62,ZAGUEIRO
33,176,71,70,3,3,67,71,67,61,63,MEIA
28,174,74,70,3,3,60,64,67,65,79,ZAGUEIRO
31,178,77,70,3,3,69,70,71,42,63,ATACANTE
27,186,82,70,3,3,67,69,65,65,73,MEIA
31,183,78,70,2,2,44,66,62,71,70,ZAGUEIRO
29,179,72,70,4,3,51,70,70,70,64,ZAGUEIRO
33,182,74,70,3,3,67,65,70,26,74,ATACANTE
27,173,69,70,3,3,69,65,73,25,63,VOLANTE
29,190,85,70,2,3,66,74,70,50,66,MEIA
33,179,81,70,3,2,49,63,62,70,77,ZAGUEIRO
27,173,73,70,3,3,67,68,75,64,63,ZAGUEIRO
29,196,93,70,1,1,0,0,0,0,0,GOLEIRO
31,180,79,70,3,3,58,64,63,69,72,ZAGUEIRO
28,175,71,70,3,3,64,68,70,60,68,VOLANTE
28,183,73,70,2,3,43,58,66,68,74,ZAGUEIRO
28,185,77,70,3,3,67,57,67,28,68,ATACANTE
29,178,70,70,3,3,57,65,68,67,73,ZAGUEIRO
29,192,89,70,3,2,73,48,55,32,75,ATACANTE
30,183,75,70,2,2,50,56,61,65,78,ZAGUEIRO
31,192,78,70,3,1,0,0,0,0,0,GOLEIRO
30,185,78,70,4,2,41,62,63,69,76,VOLANTE
27,175,74,70,3,3,67,68,71,48,65,VOLANTE
27,180,70,70,3,3,70,48,65,32,70,ATACANTE
32,182,77,70,4,2,44,61,64,67,76,ZAGUEIRO
30,183,80,70,3,3,67,63,69,55,75,VOLANTE
29,177,75,70,3,3,46,64,69,71,65,ZAGUEIRO
27,183,76,70,2,3,64,74,69,47,67,MEIA
32,195,91,70,3,1,0,0,0,0,0,GOLEIRO
28,194,87,70,4,2,56,61,58,69,76,VOLANTE
28,180,74,70,4,3,62,65,72,46,70,VOLANTE
28,186,86,70,4,3,70,56,65,38,75,ATACANTE
31,180,77,70,5,3,66,69,70,65,77,MEIA
27,177,73,70,3,3,59,67,72,55,65,MEIA
33,188,86,70,3,1,0,0,0,0,0,GOLEIRO
33,178,77,70,3,3,63,64,68,68,79,ZAGUEIRO
29,174,69,70,2,3,51,62,69,67,77,ZAGUEIRO
27,173,68,70,2,3,54,66,69,68,72,ZAGUEIRO
29,172,75,70,3,3,62,63,72,41,69,VOLANTE
28,189,87,70,3,2,42,59,56,67,79,ZAGUEIRO
28,178,72,70,3,3,65,69,71,65,65,MEIA
29,177,78,70,3,3,47,69,74,64,75,ZAGUEIRO
29,203,87,70,3,3,71,51,63,37,71,ATACANTE
32,195,84,70,3,1,0,0,0,0,0,GOLEIRO
29,185,83,70,2,2,19,43,56,71,72,ZAGUEIRO
29,175,65,70,3,3,65,68,68,63,67,MEIA
28,170,71,70,2,3,55,66,69,70,69,VOLANTE
30,186,83,70,5,1,0,0,0,0,0,GOLEIRO
28,188,85,70,3,2,38,45,43,70,73,ZAGUEIRO
33,187,77,70,3,2,55,60,61,69,75,VOLANTE
30,184,77,70,3,3,66,74,72,41,70,MEIA
34,188,79,70,3,2,23,36,51,69,72,ZAGUEIRO
28,180,75,70,3,3,66,66,68,39,69,VOLANTE
30,172,64,70,3,3,69,59,77,26,58,VOLANTE
32,175,63,70,4,3,63,62,73,37,53,VOLANTE
27,171,65,70,3,3,64,66,70,58,79,VOLANTE
28,179,72,70,2,3,58,67,67,67,68,ZAGUEIRO
28,175,72,70,4,3,60,61,73,34,59,VOLANTE
30,183,77,70,3,2,57,62,67,68,78,VOLANTE
29,182,67,70,3,3,66,65,68,66,72,MEIA
28,180,76,70,3,3,56,61,71,68,71,ZAGUEIRO
29,168,63,70,2,3,59,66,72,63,56,ZAGUEIRO
32,180,76,70,3,2,54,65,63,67,68,ZAGUEIRO
29,191,87,70,2,2,66,49,66,29,76,ATACANTE
31,183,76,70,3,3,59,64,68,66,74,ZAGUEIRO
30,183,73,70,3,2,31,40,50,70,76,ZAGUEIRO
30,171,67,70,5,3,70,70,71,56,65,MEIA
27,179,76,70,3,4,65,68,71,47,58,MEIA
28,190,81,70,3,3,67,35,62,30,80,ATACANTE
28,182,75,70,3,3,71,60,68,41,70,ATACANTE
27,178,74,70,2,3,69,63,72,43,72,MEIA
30,181,76,70,3,3,28,56,67,68,68,ZAGUEIRO
27,188,75,70,3,2,39,54,54,66,76,ZAGUEIRO
27,186,75,70,3,2,27,36,50,72,67,ZAGUEIRO
27,183,77,70,4,3,46,64,67,69,74,ZAGUEIRO
32,185,85,70,3,3,68,59,64,61,72,ATACANTE
27,178,73,70,4,4,69,65,75,28,60,MEIA
31,182,79,70,3,2,59,64,64,68,74,VOLANTE
30,171,69,70,4,3,61,61,69,43,59,VOLANTE
28,188,80,70,3,2,40,61,64,66,69,ZAGUEIRO
26,170,70,70,4,4,62,64,74,32,61,VOLANTE
29,170,69,70,3,3,68,63,71,46,63,ATACANTE
27,170,65,70,3,3,66,65,74,39,54,MEIA
29,187,78,70,3,2,43,60,47,68,73,ZAGUEIRO
32,193,93,70,3,2,29,44,39,69,78,ZAGUEIRO
29,189,95,70,3,2,44,58,59,67,80,ZAGUEIRO
30,191,83,70,2,2,38,61,60,71,73,ZAGUEIRO
28,167,68,70,3,3,64,66,76,58,63,MEIA
28,182,76,70,3,3,70,68,70,49,69,MEIA
30,179,73,70,3,3,68,65,69,20,59,ATACANTE
29,175,68,70,3,3,46,60,63,64,72,ZAGUEIRO
30,189,83,70,3,2,63,63,65,70,70,ZAGUEIRO
28,185,76,70,3,3,66,62,69,37,66,VOLANTE
30,180,71,70,4,2,43,64,68,68,76,ZAGUEIRO
28,192,79,70,3,3,39,46,47,69,77,ZAGUEIRO
29,185,77,70,3,2,52,65,64,70,73,ZAGUEIRO
33,180,73,70,3,3,66,57,68,39,76,ATACANTE
28,186,75,70,4,3,59,60,66,66,79,VOLANTE
30,189,82,70,2,2,30,54,52,69,81,ZAGUEIRO
32,176,70,70,3,3,71,62,66,34,72,ATACANTE
27,178,76,70,2,3,51,69,68,62,68,ZAGUEIRO
30,174,69,70,5,3,66,71,75,50,62,MEIA
28,183,74,70,3,3,45,59,68,67,71,ZAGUEIRO
30,178,74,70,4,3,66,65,73,39,58,VOLANTE
28,180,72,70,4,3,60,68,70,38,61,VOLANTE
27,194,84,70,3,3,50,63,65,69,73,VOLANTE
36,191,90,70,3,2,36,45,38,71,70,ZAGUEIRO
35,183,78,70,3,3,59,70,64,63,70,MEIA
28,171,68,70,4,3,65,71,69,61,71,MEIA
29,167,67,70,5,3,60,61,72,42,64,VOLANTE
28,172,74,70,2,3,45,61,68,69,71,ZAGUEIRO
27,172,70,70,3,2,40,63,72,67,64,ZAGUEIRO
34,184,78,70,3,2,42,53,57,71,69,ZAGUEIRO
28,184,70,70,3,3,65,74,72,48,61,MEIA
28,183,83,70,3,3,71,61,74,29,64,VOLANTE
29,184,77,70,3,2,57,70,63,67,75,ZAGUEIRO
33,185,76,70,3,2,29,45,48,67,81,ZAGUEIRO
29,165,63,70,3,4,64,70,72,34,55,VOLANTE
31,173,65,70,3,3,64,69,71,55,68,MEIA
27,179,74,70,2,3,67,58,68,22,65,ATACANTE
33,188,87,70,3,2,39,48,43,68,73,ZAGUEIRO
30,180,81,70,3,2,49,48,55,69,75,ZAGUEIRO
30,183,78,70,3,3,69,69,69,66,73,MEIA
30,176,64,70,4,3,65,63,73,30,70,VOLANTE
27,187,79,70,3,2,50,57,61,69,79,VOLANTE
31,180,69,70,3,3,60,66,66,66,73,VOLANTE
27,185,82,70,3,2,26,46,60,68,76,ZAGUEIRO
27,176,70,70,3,3,49,63,70,65,68,ZAGUEIRO
29,171,69,70,1,3,60,67,68,56,53,VOLANTE
31,181,75,70,3,2,52,68,61,68,73,VOLANTE
31,193,94,70,3,2,56,55,53,73,80,VOLANTE
27,181,78,70,3,2,68,61,67,61,76,ATACANTE
28,184,78,70,3,3,61,66,68,64,75,ZAGUEIRO
28,171,63,70,4,3,65,67,73,51,59,MEIA
28,174,66,70,3,3,54,59,69,66,74,ZAGUEIRO
28,188,83,70,3,3,60,65,62,63,80,MEIA
30,193,84,70,2,2,50,45,51,71,72,ZAGUEIRO
28,189,81,70,4,2,51,58,62,68,84,VOLANTE
30,180,73,70,4,3,66,67,69,62,75,ZAGUEIRO
34,188,84,70,3,2,51,50,58,68,79,ZAGUEIRO
29,187,87,70,2,2,26,39,37,69,80,ZAGUEIRO
34,181,76,70,3,1,0,0,0,0,0,GOLEIRO
29,174,72,70,3,3,59,61,64,69,77,VOLANTE
35,182,78,70,2,2,40,49,55,70,75,ZAGUEIRO
30,177,71,70,2,3,67,67,72,46,59,VOLANTE
27,183,69,70,3,3,67,63,68,37,68,VOLANTE
28,172,68,70,3,3,67,60,73,36,60,ATACANTE
33,169,60,70,3,3,50,63,71,65,52,ZAGUEIRO
33,187,88,70,3,2,53,47,41,68,78,ZAGUEIRO
29,179,79,70,3,2,55,60,60,68,81,VOLANTE
30,180,72,70,3,3,57,66,67,68,76,ZAGUEIRO
31,171,68,70,3,3,59,61,73,27,56,MEIA
